id,name,type
2572,榔头,可回收垃圾
2573,老干妈辣酱,湿垃圾
2574,老干妈瓶子,可回收垃圾
2575,老花镜,干垃圾
2576,老花眼镜,干垃圾
2577,老鼠,湿垃圾
2578,老鼠药,有害垃圾
2579,乐高,可回收垃圾
2580,乐高玩具,可回收垃圾
2581,乐扣,可回收垃圾
2582,乐扣玻璃盒,可回收垃圾
2583,乐扣乐扣,可回收垃圾
2584,乐扣乐扣塑料盒,可回收垃圾
2585,乐扣塑料盒,可回收垃圾
2586,乐乐茶杯,干垃圾
2587,乐利包,可回收垃圾
2588,乐事薯片,湿垃圾
2589,乐事薯片盒,干垃圾
2590,雷达瓶子,有害垃圾
2591,肋骨,干垃圾
2592,肋排,湿垃圾
2593,冷冻食品,湿垃圾
2594,冷冻食品塑料包装,干垃圾
2595,冷冻食品用的冰袋,干垃圾
2596,冷冻用冰袋,干垃圾
2597,冷暖气机,可回收垃圾
2598,冷饮,干垃圾
2599,冷饮棒,干垃圾
2600,冷饮包装,干垃圾
2601,冷饮包装袋,干垃圾
2602,冷饮包装盒,可回收垃圾
2603,冷饮包装纸,干垃圾
2604,冷饮袋,干垃圾
2605,冷饮盒,干垃圾
2606,离心纸,干垃圾
2607,梨,湿垃圾
2608,梨核,湿垃圾
2609,藜麦,湿垃圾
2610,李子,湿垃圾
2611,李子核,湿垃圾
2612,里脊肉,湿垃圾
2613,锂电池,有害垃圾
2614,锂离子电池,有害垃圾
2615,利乐包,可回收垃圾
2616,利乐包装,可回收垃圾
2617,利乐包装盒,可回收垃圾
2618,利乐盒,可回收垃圾
2619,利乐枕,可回收垃圾
2620,利乐枕牛奶袋,可回收垃圾
2621,利乐砖,可回收垃圾
2622,沥水架,可回收垃圾
2623,荔枝,湿垃圾
2624,荔枝干壳,湿垃圾
2625,荔枝核,湿垃圾
2626,荔枝壳,湿垃圾
2627,荔枝皮,湿垃圾
2628,栗子,湿垃圾
2629,栗子壳,湿垃圾
2630,连裤袜,可回收垃圾
2631,连衣裙,可回收垃圾
2632,莲藕,湿垃圾
2633,莲蓬,湿垃圾
2634,莲雾,湿垃圾
2635,联通卡,干垃圾
2636,脸摩仪,可回收垃圾
2637,脸盆,可回收垃圾
2638,练习本,可回收垃圾
2639,练习册,可回收垃圾
2640,炼乳壳,干垃圾
2641,凉皮,湿垃圾
2642,凉席,干垃圾
2643,凉鞋,可回收垃圾
2644,粮食,湿垃圾
2645,晾干的柚子皮,湿垃圾
2646,晾衣杆,可回收垃圾
2647,晾衣夹,干垃圾
2648,晾衣架,可回收垃圾
2649,料酒瓶,可回收垃圾
2650,铃铛,可回收垃圾
2651,菱角,湿垃圾
2652,零食,湿垃圾
2653,零食包装袋,干垃圾
2654,零食包装盒,干垃圾
2655,零食袋,干垃圾
2656,零食罐,干垃圾
2657,领带,可回收垃圾
2658,领结,可回收垃圾
2659,溜冰鞋,可回收垃圾
2660,溜溜球,干垃圾
2661,刘海夹,干垃圾
2662,琉璃,可回收垃圾
2663,榴莲,干垃圾
2664,榴莲干,湿垃圾
2665,榴莲果核,干垃圾
2666,榴莲果皮,干垃圾
2667,榴莲核,干垃圾
2668,榴莲壳,干垃圾
2669,榴莲皮,干垃圾
2670,榴莲肉,湿垃圾
2671,榴莲酥,湿垃圾
2672,柳絮,干垃圾
2673,龙虾,湿垃圾
2674,龙虾壳,湿垃圾
2675,龙虾片,湿垃圾
2676,龙眼壳,湿垃圾
2677,芦荟,湿垃圾
2678,芦稷,湿垃圾
2679,芦稷皮,干垃圾
2680,芦苇叶,干垃圾
2681,炉渣,干垃圾
2682,卤料包,干垃圾
2683,卤素灯,有害垃圾
2684,卤素灯泡,有害垃圾
2685,录放机,可回收垃圾
2686,录像带,有害垃圾
2687,录音机,可回收垃圾
2688,路由器,可回收垃圾
2689,轮胎,可回收垃圾
2690,轮子,可回收垃圾
2691,萝卜,湿垃圾
2692,萝卜的叶子,湿垃圾
2693,萝卜干,湿垃圾
2694,螺钉,可回收垃圾
2695,螺帽,可回收垃圾
2696,螺师壳,湿垃圾
2697,螺狮,湿垃圾
2698,螺狮壳,湿垃圾
2699,螺丝,可回收垃圾
2700,螺丝刀,可回收垃圾
2701,螺丝钉,可回收垃圾
2702,螺丝孔,可回收垃圾
2703,螺蛳,湿垃圾
2704,螺蛳粉,湿垃圾
2705,螺蛳壳,湿垃圾
2706,螺蛳肉,湿垃圾
2707,落地电风扇,可回收垃圾
2708,落地式台灯,可回收垃圾
2709,落发,干垃圾
2710,落花生,湿垃圾
2711,落叶,湿垃圾
2712,落叶残花,湿垃圾
2713,旅行袋,可回收垃圾
2714,旅行箱,大件垃圾
2715,旅游时报,可回收垃圾
2716,铝,可回收垃圾
2717,铝箔,可回收垃圾
2718,铝箔包,干垃圾
2719,铝箔包装,可回收垃圾
2720,铝箔餐盒,干垃圾
2721,铝箔袋,可回收垃圾
2722,铝箔纸,可回收垃圾
2723,铝盖,可回收垃圾
2724,铝管,可回收垃圾
2725,铝罐,可回收垃圾
2726,铝锅,可回收垃圾
2727,铝合金,可回收垃圾
2728,铝门窗外框,装修垃圾
2729,铝膜,可回收垃圾
2730,铝喷雾瓶,可回收垃圾
2731,铝盆,可回收垃圾
2732,铝瓶,可回收垃圾
2733,铝瓶子,可回收垃圾
2734,铝塑,装修垃圾
2735,铝塑板,装修垃圾
2736,铝塑复合管,可回收垃圾
2737,铝制品,可回收垃圾
2738,铝质易拉罐,可回收垃圾
2739,鋁箔,可回收垃圾
2740,绿茶包装盒,可回收垃圾
2741,绿茶瓜子,湿垃圾
2742,绿豆,湿垃圾
2743,绿豆包装,干垃圾
2744,绿豆糕,湿垃圾
2745,绿豆沙,湿垃圾
2746,绿豆芽,湿垃圾
2747,绿化,湿垃圾
2748,绿化修剪物,湿垃圾
2749,绿萝,湿垃圾
2750,绿箩,湿垃圾
2751,绿色垃圾桶,可回收垃圾
2752,绿叶,湿垃圾
2753,绿叶菜,湿垃圾
2754,绿植,湿垃圾
2755,氯化钙除湿剂,干垃圾
2756,滤尘袋,干垃圾
2757,滤挂咖啡,干垃圾
2758,滤桂咖啡,干垃圾
2759,滤清器,干垃圾
2760,滤水壶滤芯,干垃圾
2761,滤网,干垃圾
2762,滤芯,干垃圾
2763,滤芯棒,干垃圾
2764,滤纸,干垃圾
2765,麻布,可回收垃圾
2766,麻袋,干垃圾
2767,麻花,湿垃圾
2768,麻将牌,干垃圾
2769,麻将台,可回收垃圾
2770,麻辣烫,湿垃圾
2771,麻辣香锅,湿垃圾
2772,麻辣香锅残渣,湿垃圾
2773,麻绳,干垃圾
2774,麻油瓶,可回收垃圾
2775,马夹袋,干垃圾
2776,马夾袋,干垃圾
2777,马甲袋,干垃圾
2778,马克杯,干垃圾
2779,马克笔,干垃圾
2780,马铃薯,湿垃圾
2781,马铃薯片,湿垃圾
2782,马肉,湿垃圾
2783,马桶,装修垃圾
2784,马桶盖,可回收垃圾
2785,马桶刷,干垃圾
2786,马桶纸,干垃圾
2787,马应龙,有害垃圾
2788,买菜的包装袋,干垃圾
2789,麦当劳咖啡杯杯盖,可回收垃圾
2790,麦当劳咖啡杯杯盖（印有可回收标志）,可回收垃圾
2791,麦当劳炸鸡,湿垃圾
2792,麦当劳纸袋,可回收垃圾
2793,麦当劳纸盒,干垃圾
2794,麦秆,湿垃圾
2795,麦丽素,湿垃圾
2796,麦片,湿垃圾
2797,麦子,湿垃圾
2798,脉动饮料瓶,可回收垃圾
2799,馒头,湿垃圾
2800,满天星,湿垃圾
2801,蔓藤,湿垃圾
2802,漫画,可回收垃圾
2803,漫画书,可回收垃圾
2804,芒果,湿垃圾
2805,芒果干,湿垃圾
2806,芒果核,湿垃圾
2807,芒果皮,湿垃圾
2808,猫,湿垃圾
2809,猫粑粑,宠物粪便
2810,猫便,宠物粪便
2811,猫便便,宠物粪便
2812,猫大便,宠物粪便
2813,猫的尸体,湿垃圾
2814,猫冻干,湿垃圾
2815,猫粪,宠物粪便
2816,猫粪便,宠物粪便
2817,猫罐头,干垃圾
2818,猫粮,湿垃圾
2819,猫粮包装袋,干垃圾
2820,猫毛,干垃圾
2821,猫咪,湿垃圾
2822,猫尿布,干垃圾
2823,猫沙,干垃圾
2824,猫沙猫屎,宠物粪便
2825,猫砂,干垃圾
2826,猫屎,宠物粪便
2827,猫屎咖啡,湿垃圾
2828,猫饲料,湿垃圾
2829,毛笔,干垃圾
2830,毛笔写过的纸,干垃圾
2831,毛玻璃,可回收垃圾
2832,毛豆,湿垃圾
2833,毛豆结,湿垃圾
2834,毛豆壳,湿垃圾
2835,毛豆皮,湿垃圾
2836,毛发,干垃圾
2837,毛巾,干垃圾
2838,毛领子,可回收垃圾
2839,毛毛虫,湿垃圾
2840,毛皮,可回收垃圾
2841,毛绒垫,可回收垃圾
2842,毛绒玩具,可回收垃圾
2843,毛毯,可回收垃圾
2844,毛线,可回收垃圾
2845,毛衣,可回收垃圾
2846,毛衣针,干垃圾
2847,毛竹,干垃圾
2848,帽子,可回收垃圾
2849,没用的笔芯,干垃圾
2850,没用过的尿不湿,干垃圾
2851,没用过的尿布,干垃圾
2852,没用过的尿片,干垃圾
2853,没用过的纸杯,干垃圾
2854,没用过尿片,干垃圾
2855,没用完的水笔芯,干垃圾
2856,没有泡过的茶叶,湿垃圾
2857,没有药的空药瓶,有害垃圾
2858,玫瑰,湿垃圾
2859,玫瑰花,湿垃圾
2860,眉笔,干垃圾
2861,眉粉,干垃圾
2862,煤饼,干垃圾
2863,煤灰,干垃圾
2864,煤气罐,可回收垃圾
2865,煤油罐,可回收垃圾
2866,煤渣,干垃圾
2867,美肤仪,可回收垃圾
2868,美工刀,可回收垃圾
2869,美工刀片,可回收垃圾
2870,美年达饮料瓶,可回收垃圾
2871,美容仪,可回收垃圾
2872,美术袋,干垃圾
2873,美术黏土,干垃圾
2874,美瞳,干垃圾
2875,美瞳包装,干垃圾
2876,美妆蛋,干垃圾
2877,门,装修垃圾
2878,门把手,可回收垃圾
2879,门窗玻璃,装修垃圾
2880,门锁,可回收垃圾
2881,迷你电视机,可回收垃圾
2882,猕猴桃,湿垃圾
2883,猕猴桃皮,湿垃圾
2884,米,湿垃圾
2885,米虫,湿垃圾
2886,米袋,干垃圾
2887,米饭,湿垃圾
2888,密胺餐具,可回收垃圾
2889,密胺碗,可回收垃圾
2890,密封袋,干垃圾
2891,密码锁,可回收垃圾
2892,蜜饯,湿垃圾
2893,蜜饯塑料罐,可回收垃圾
2894,蜜蜡,可回收垃圾
2895,棉,可回收垃圾
2896,棉袄,可回收垃圾
2897,棉棒,干垃圾
2898,棉被,可回收垃圾
2899,棉布,可回收垃圾
2900,棉花,干垃圾
2901,棉花棒,干垃圾
2902,棉花被,可回收垃圾
2903,棉花垫被,可回收垃圾
2904,棉花签,干垃圾
2905,棉花球,干垃圾
2906,棉花胎,可回收垃圾
2907,棉花糖,湿垃圾
2908,棉麻桌布,可回收垃圾
2909,棉签,干垃圾
2910,棉签棒,干垃圾
2911,棉签盒,可回收垃圾
2912,棉球,干垃圾
2913,棉柔巾,干垃圾
2914,棉绳,干垃圾
2915,棉拖鞋,可回收垃圾
2916,棉袜,可回收垃圾
2917,棉线,干垃圾
2918,棉质卫生巾,干垃圾
2919,面,湿垃圾
2920,面包,湿垃圾
2921,面包包装袋,干垃圾
2922,面包袋,干垃圾
2923,面包干,湿垃圾
2924,面包盒,干垃圾
2925,面包机,可回收垃圾
2926,面包屑,湿垃圾
2927,面饼,湿垃圾
2928,面粉,湿垃圾
2929,面粉袋,干垃圾
2930,面巾纸,干垃圾
2931,面巾纸包装纸,干垃圾
2932,面膜,干垃圾
2933,面膜包装,干垃圾
2934,面膜包装袋,干垃圾
2935,面膜包装纸,干垃圾
2936,面膜袋,干垃圾
2937,面膜外层纸,干垃圾
2938,面膜纸,干垃圾
2939,面霜,干垃圾
2940,面霜罐子,可回收垃圾
2941,面霜瓶,可回收垃圾
2942,面霜塑料空瓶,可回收垃圾
2943,面条,湿垃圾
2944,面条包装袋,干垃圾
2945,面纸,干垃圾
2946,灭火器,可回收垃圾
2947,灭蚊灯,干垃圾
2948,灭蚊剂,有害垃圾
2949,灭蚊剂瓶,有害垃圾
2950,灭蚊片,干垃圾
2951,名画,干垃圾
2952,名片,可回收垃圾
2953,明信片,可回收垃圾
2954,冥币,干垃圾
2955,摩丝,干垃圾
2956,摩丝罐,干垃圾
2957,摩易擦,干垃圾
2958,磨刀器,可回收垃圾
2959,磨砂膏,干垃圾
2960,磨砂膏塑料空瓶,可回收垃圾
2961,蘑菇,湿垃圾
2962,魔笔,干垃圾
2963,魔方,干垃圾
2964,魔力擦,干垃圾
2965,魔芋粉包装袋,干垃圾
2966,抹布,干垃圾
2967,墨胆,干垃圾
2968,墨粉,干垃圾
2969,墨粉盒,可回收垃圾
2970,墨盒,可回收垃圾
2971,墨盒硒鼓,可回收垃圾
2972,墨盒中的碳粉,干垃圾
2973,墨镜,干垃圾
2974,墨囊,干垃圾
2975,墨囊瓶,干垃圾
2976,墨水笔,干垃圾
2977,墨水瓶,可回收垃圾
2978,墨水写过的纸,可回收垃圾
2979,墨水纸,可回收垃圾
2980,墨襄,干垃圾
2981,墨鱼,湿垃圾
2982,墨汁玻璃瓶,可回收垃圾
2983,墨汁瓶,可回收垃圾
2984,默写本,可回收垃圾
2985,牡蛎壳,干垃圾
2986,牡蛎肉,湿垃圾
2987,木板,装修垃圾
2988,木棒,可回收垃圾
2989,木材,装修垃圾
2990,木材旧家具,大件垃圾
2991,木铲板,可回收垃圾
2992,木床,大件垃圾
2993,木凳,可回收垃圾
2994,木地板,装修垃圾
2995,木雕,可回收垃圾
2996,木耳,湿垃圾
2997,木瓜,湿垃圾
2998,木瓜仔,湿垃圾
2999,木瓜籽,湿垃圾
3000,木棍,可回收垃圾
3001,木盒,可回收垃圾
3002,木盒子,可回收垃圾
3003,木积木,可回收垃圾
3004,木屐,可回收垃圾
3005,木筷,可回收垃圾
3006,木筷子,可回收垃圾
3007,木料,装修垃圾
3008,木门,装修垃圾
3009,木瓶塞,干垃圾
3010,木塞,干垃圾
3011,木勺,可回收垃圾
3012,木梳,可回收垃圾
3013,木薯淀粉,湿垃圾
3014,木炭,干垃圾
3015,木条,可回收垃圾
3016,木桶,可回收垃圾
3017,木头,可回收垃圾
3018,木头床架,大件垃圾
3019,木头铅笔,干垃圾
3020,木头衣架,可回收垃圾
3021,木碗,可回收垃圾
3022,木箱,大件垃圾
3023,木屑,干垃圾
3024,木椅,大件垃圾
3025,木椅子,大件垃圾
3026,木砧板,可回收垃圾
3027,木制旧家具,大件垃圾
3028,木制品,可回收垃圾
3029,木制铅笔,干垃圾
3030,木制梳子,可回收垃圾
3031,木制玩具,可回收垃圾
3032,木制音箱,可回收垃圾
3033,木质菜板,可回收垃圾
3034,木质擀面杖,可回收垃圾
3035,木质锅铲,可回收垃圾
3036,木质花架,可回收垃圾
3037,木质积木,可回收垃圾
3038,木质家具,大件垃圾
3039,木质搅拌棒,干垃圾
3040,木质晾衣架,可回收垃圾
3041,木质猫爬架,可回收垃圾
3042,木质拼板,可回收垃圾
3043,木质梳子,干垃圾
3044,木质拖把杆,可回收垃圾
3045,木质玩具,可回收垃圾
3046,木桌,大件垃圾
3047,沐浴露玻璃空瓶,可回收垃圾
3048,沐浴露的塑料瓶,可回收垃圾
3049,沐浴露瓶,可回收垃圾
3050,沐浴露塑料,可回收垃圾
3051,沐浴露塑料空瓶,可回收垃圾
3052,沐浴露塑料瓶,可回收垃圾
3053,沐浴球,干垃圾
3054,沐浴乳,干垃圾
3055,沐浴乳瓶罐,可回收垃圾
3056,幕布,可回收垃圾
3057,纳米海绵,干垃圾
3058,奶茶杯,干垃圾
3059,奶茶杯子,干垃圾
3060,奶茶盖,干垃圾
3061,奶茶塑料杯,干垃圾
3062,奶茶塑料盖,干垃圾
3063,奶茶纸杯,干垃圾
3064,奶茶中的珍珠,湿垃圾
3065,奶粉,湿垃圾
3066,奶粉袋,干垃圾
3067,奶粉盖,干垃圾
3068,奶粉罐,可回收垃圾
3069,奶粉罐铝盖,可回收垃圾
3070,奶粉盒子,可回收垃圾
3071,奶粉勺子,干垃圾
3072,奶粉桶,可回收垃圾
3073,奶盒,可回收垃圾
3074,奶酪,湿垃圾
3075,奶牛,湿垃圾
3076,奶片,湿垃圾
3077,奶油,湿垃圾
3078,奶油蛋糕,湿垃圾
3079,奶罩,干垃圾
3080,奶嘴,干垃圾
3081,南瓜,湿垃圾
3082,南瓜皮,湿垃圾
3083,南瓜仔,湿垃圾
3084,南瓜子壳,湿垃圾
3085,南瓜籽,湿垃圾
3086,闹铃,可回收垃圾
3087,闹钟,可回收垃圾
3088,内存卡,可回收垃圾
3089,内存条,可回收垃圾
3090,内裤,干垃圾
3091,内衣,干垃圾
3092,内衣包装袋,干垃圾
3093,内衣裤,干垃圾
3094,内衣内裤,干垃圾
3095,内脏,湿垃圾
3096,尼龙袋,可回收垃圾
3097,尼龙绳,干垃圾
3098,尼龙丝袜,干垃圾
3099,尼龙制品,干垃圾
3100,泥巴,干垃圾
3101,泥土,干垃圾
3102,年糕,湿垃圾
3103,黏土,干垃圾
3104,鸟粪,宠物粪便
3105,鸟粮,湿垃圾
3106,鸟笼,干垃圾
3107,鸟屎,宠物粪便
3108,尿不湿,干垃圾
3109,尿布,干垃圾
3110,尿布湿,干垃圾
3111,尿袋,干垃圾
3112,尿袋（家庭产生）,干垃圾
3113,尿垫,干垃圾
3114,尿裤,干垃圾
3115,尿片,干垃圾
3116,尿塑料包装,干垃圾
3117,镍镉电池,有害垃圾
3118,镍铝电池,有害垃圾
3119,镍氢电池,有害垃圾
3120,柠檬,湿垃圾
3121,柠檬皮,湿垃圾
3122,凝胶,干垃圾
3123,牛,湿垃圾
3124,牛鞭,湿垃圾
3125,牛大骨,干垃圾
3126,牛粪,宠物粪便
3127,牛骨,干垃圾
3128,牛骨棒,干垃圾
3129,牛骨头,干垃圾
3130,牛角,干垃圾
3131,牛筋,湿垃圾
3132,牛肋骨,干垃圾
3133,牛奶包装,可回收垃圾
3134,牛奶包装盒,可回收垃圾
3135,牛奶玻璃瓶,可回收垃圾
3136,牛奶袋,干垃圾
3137,牛奶罐,可回收垃圾
3138,牛奶盒,可回收垃圾
3139,牛奶盒包装,可回收垃圾
3140,牛奶盒子,可回收垃圾
3141,牛奶利乐包,可回收垃圾
3142,牛奶利乐盒,可回收垃圾
3143,牛奶瓶,可回收垃圾
3144,牛奶瓶吸管,干垃圾
3145,牛奶塑料瓶,可回收垃圾
3146,牛奶桶,可回收垃圾
3147,牛奶纸袋,干垃圾
3148,牛奶纸盒,可回收垃圾
3149,牛奶纸盒包装,可回收垃圾
3150,牛排,湿垃圾
3151,牛排包装,干垃圾
3152,牛排骨,湿垃圾
3153,牛皮,可回收垃圾
3154,牛皮筋,干垃圾
3155,牛皮纸,可回收垃圾
3156,牛皮纸袋,可回收垃圾
3157,牛肉,湿垃圾
3158,牛肉干,湿垃圾
3159,牛肉干包装,干垃圾
3160,牛肉骨头,干垃圾
3161,牛肉粒包装袋,干垃圾
3162,牛头骨,干垃圾
3163,牛腿骨,干垃圾
3164,牛腿骨头,干垃圾
3165,牛蛙,湿垃圾
3166,牛蛙骨,湿垃圾
3167,牛蛙骨头,湿垃圾
3168,牛尾,湿垃圾
3169,牛尾骨,干垃圾
3170,牛油果,湿垃圾
3171,牛油果核,干垃圾
3172,牛油果壳,湿垃圾
3173,牛油果皮,湿垃圾
3174,牛杂,湿垃圾
3175,牛仔骨,干垃圾
3176,牛仔裤,可回收垃圾
3177,牛轧糖,湿垃圾
3178,纽扣,干垃圾
3179,纽扣（少量）,干垃圾
3180,纽扣电池,有害垃圾
3181,钮扣,干垃圾
3182,钮扣电池,有害垃圾
3183,钮扣电子电池,有害垃圾
3184,农药,有害垃圾
3185,农药片,有害垃圾
3186,农药瓶,有害垃圾
3187,浓缩咖啡,湿垃圾
3188,暖宝宝,干垃圾
3189,暖宝宝帖,干垃圾
3190,暖宝宝贴,干垃圾
3191,暖宝贴,干垃圾
3192,暖壶胆,可回收垃圾
3193,暖瓶,可回收垃圾
3194,暖瓶玻璃内胆,可回收垃圾
3195,暖水袋,可回收垃圾
3196,暖水壶,可回收垃圾
3197,暖水瓶,可回收垃圾
3198,糯米,湿垃圾
3199,糯米纸,湿垃圾
3200,女生内衣,干垃圾
3201,女卫生巾,干垃圾
3202,女性卫生用品,干垃圾
3203,呕吐包,干垃圾
3204,呕吐物,湿垃圾
3205,呕吐物纸巾,干垃圾
3206,藕片,湿垃圾
3207,拍立得,可回收垃圾
3208,拍拍净瓶罐,可回收垃圾
3209,排插,可回收垃圾
3210,排骨,湿垃圾
3211,排骨的骨头,湿垃圾
3212,排骨骨头,干垃圾
3213,排球,可回收垃圾
3214,排泄物,宠物粪便
3215,盘尼西林,有害垃圾
3216,盘子,干垃圾
3217,蟠桃核,湿垃圾
3218,螃蟹,湿垃圾
3219,螃蟹壳,湿垃圾
3220,螃蟹肉,湿垃圾
3221,胖大海,湿垃圾
3222,跑步机,可回收垃圾
3223,泡菜,湿垃圾
3224,泡过的茶叶,干垃圾
3225,泡过的枸杞子,湿垃圾
3226,泡脚袋,干垃圾
3227,泡脚药包,干垃圾
3228,泡棉纸,干垃圾
3229,泡面,湿垃圾
3230,泡面袋,干垃圾
3231,泡面盒,干垃圾
3232,泡面盒子,干垃圾
3233,泡面调料,湿垃圾
3234,泡面调料包,干垃圾
3235,泡面调料塑料包,干垃圾
3236,泡面桶,干垃圾
3237,泡面纸碗,干垃圾
3238,泡馍,湿垃圾
3239,泡沫,可回收垃圾
3240,泡沫板,可回收垃圾
3241,泡沫保温箱,可回收垃圾
3242,泡沫餐盒,干垃圾
3243,泡沫袋,干垃圾
3244,泡沫垫,干垃圾
3245,泡沫饭盒,干垃圾
3246,泡沫盒,可回收垃圾
3247,泡沫盒子,干垃圾
3248,泡沫垃圾,可回收垃圾
3249,泡沫棉,可回收垃圾
3250,泡沫塑料,可回收垃圾
3251,泡沫填充,干垃圾
3252,泡沫碗,可回收垃圾
3253,泡沫箱,可回收垃圾
3254,泡沫箱子,可回收垃圾
3255,泡沫纸,干垃圾
3256,泡沫纸盒,可回收垃圾
3257,泡泡包装袋,干垃圾
3258,泡泡糖,干垃圾
3259,泡泡纸,干垃圾
3260,泡腾片,有害垃圾
3261,喷火枪,可回收垃圾
3262,喷蟑螂瓶,有害垃圾
3263,盆栽,湿垃圾
3264,盆栽的废弃树叶,湿垃圾
3265,盆栽废弃树叶,湿垃圾
3266,盆栽树叶,湿垃圾
3267,盆栽植物,湿垃圾
3268,盆子,干垃圾
3269,膨化食品,湿垃圾
3270,膨化食品包装,干垃圾
3271,膨化食品包装袋,干垃圾
3272,膨化食品外包装,干垃圾
3273,膨润土猫砂,干垃圾
3274,披萨,湿垃圾
3275,披萨饼盒,干垃圾
3276,披萨盒,干垃圾
3277,披萨盒子,干垃圾
3278,皮包,可回收垃圾
3279,皮草,可回收垃圾
3280,皮草制品,可回收垃圾
3281,皮尺,可回收垃圾
3282,皮带,可回收垃圾
3283,皮蛋,湿垃圾
3284,皮蛋壳,湿垃圾
3285,皮革,可回收垃圾
3286,皮革制品,可回收垃圾
3287,皮夹,可回收垃圾
3288,皮筋,干垃圾
3289,皮具,可回收垃圾
3290,皮裤,可回收垃圾
3291,皮料,可回收垃圾
3292,皮皮虾,湿垃圾
3293,皮皮虾壳,干垃圾
3294,皮球,可回收垃圾
3295,皮沙发,大件垃圾
3296,皮手套,可回收垃圾
3297,皮箱,可回收垃圾
3298,皮鞋,可回收垃圾
3299,皮屑,干垃圾
3300,皮靴,可回收垃圾
3301,皮衣,可回收垃圾
3302,皮质包包,可回收垃圾
3303,皮质钱包,可回收垃圾
3304,枇杷,湿垃圾
3305,枇杷核,湿垃圾
3306,枇杷叶,湿垃圾
3307,啤酒玻璃瓶,可回收垃圾
3308,啤酒盖,可回收垃圾
3309,啤酒罐,可回收垃圾
3310,啤酒罐子,可回收垃圾
3311,啤酒瓶,可回收垃圾
3312,啤酒瓶盖,可回收垃圾
3313,漂白粉,干垃圾
3314,漂白剂罐,有害垃圾
3315,票,干垃圾
3316,乒乓板,干垃圾
3317,乒乓糯米糍,湿垃圾
3318,乒乓糯米滋,湿垃圾
3319,乒乓球,干垃圾
3320,乒乓球拍,可回收垃圾
3321,平板玻璃,可回收垃圾
3322,平板电脑,可回收垃圾
3323,平常喝茶的茶叶渣,湿垃圾
3324,平常喝的茶叶,湿垃圾
3325,平底锅,可回收垃圾
3326,平菇,湿垃圾
3327,平角裤,干垃圾
3328,苹果,湿垃圾
3329,苹果耳机,可回收垃圾
3330,苹果果核,湿垃圾
3331,苹果核,湿垃圾
3332,苹果壳,湿垃圾
3333,苹果派,湿垃圾
3334,苹果皮,湿垃圾
3335,苹果肉,湿垃圾
3336,苹果手机,可回收垃圾
3337,苹果屑,湿垃圾
3338,苹果杍,湿垃圾
3339,屏幕,可回收垃圾
3340,瓶,可回收垃圾
3341,瓶盖,可回收垃圾
3342,瓶裝水的塑料瓶,可回收垃圾
3343,破布,可回收垃圾
3344,破瓷品,干垃圾
3345,破瓷瓶,干垃圾
3346,破瓷器,干垃圾
3347,破瓷碗,干垃圾
3348,破的碗,干垃圾
3349,破旧的瓷品,干垃圾
3350,破旧凉席,干垃圾
3351,破旧陶瓷,干垃圾
3352,破旧陶瓷品,干垃圾
3353,破旧衣服,可回收垃圾
3354,破了的碗,干垃圾
3355,破抹布,干垃圾
3356,破木板,装修垃圾
3357,破书包,可回收垃圾
3358,破碎玻璃,可回收垃圾
3359,破碎瓷碗,干垃圾
3360,破碎的灯管,有害垃圾
3361,破碎的花盆,干垃圾
3362,破碎的碗,干垃圾
3363,破碎盘子,干垃圾
3364,破碎陶瓷,干垃圾
3365,破损瓷器,干垃圾
3366,破损废旧衣服,可回收垃圾
3367,破损垃圾袋,干垃圾
3368,破铁锅,可回收垃圾
3369,破铜烂铁,可回收垃圾
3370,破袜子,可回收垃圾
3371,破碗,干垃圾
3372,破衣服,可回收垃圾
3373,破衣物,可回收垃圾
3374,扑克,可回收垃圾
3375,扑克牌,可回收垃圾
3376,葡萄,湿垃圾
3377,葡萄柄,湿垃圾
3378,葡萄干,湿垃圾
3379,葡萄梗,湿垃圾
3380,葡萄酒木塞,干垃圾
3381,葡萄酒瓶,可回收垃圾
3382,葡萄皮,湿垃圾
3383,葡萄藤,湿垃圾
3384,葡萄枝,湿垃圾
3385,葡萄籽,湿垃圾
3386,蒲公英,湿垃圾
3387,普洱茶,湿垃圾
3388,普通干电池,有害垃圾
3389,普通塑料袋,干垃圾
3390,七号电池,有害垃圾
3391,漆桶,有害垃圾
3392,其他玻璃制品,可回收垃圾
3393,其他金属制品,可回收垃圾
3394,其他垃圾桶,可回收垃圾
3395,奇异果,湿垃圾
3396,起钉器,可回收垃圾
3397,气垫BB霜,干垃圾
3398,气垫膜,干垃圾
3399,气垫梳,可回收垃圾
3400,气泡袋,干垃圾
3401,气泡垫,干垃圾
3402,气泡缓冲材料,可回收垃圾
3403,气泡膜,干垃圾
3404,气泡纸,干垃圾
3405,气球,干垃圾
3406,汽车,大件垃圾
3407,汽车空气滤清器,可回收垃圾
3408,汽车轮胎,大件垃圾
3409,汽车模型,可回收垃圾
3410,汽车雨刮器,干垃圾
3411,汽机车座垫,大件垃圾
3412,汽水瓶,可回收垃圾
3413,汽油桶,可回收垃圾
3414,铅笔,干垃圾
3415,铅笔盒,可回收垃圾
3416,铅笔头,干垃圾
3417,铅笔屑,干垃圾
3418,铅笔芯,干垃圾
3419,铅笔自动铅,干垃圾
3420,铅画纸,干垃圾
3421,铅球,可回收垃圾
3422,铅酸电池,有害垃圾
3423,铅桶,可回收垃圾
